"word","poc","text_id"
"hath","verb, 3rd sing","GAY_017.txt"
"hath","verb, 3rd sing","GAY_017.txt"
"hath","verb, 3rd sing","GAY_017.txt"
"hath","verb, 3rd sing","GAY_017.txt"
"hath","verb, 3rd sing","GAY_017.txt"
"hath","verb, 3rd sing","GAY_017.txt"
"hath","verb, 3rd sing","GAY_018.txt"
"hath","verb, 3rd sing","GAY_018.txt"
"hath","noun, singular or mass","GAY_018.txt"
"hath","noun, singular or mass","GAY_018.txt"
"hath","verb, 3rd sing","GAY_018.txt"
"hath","verb, non-3rd sing","GAY_019.txt"
"hath","verb, 3rd sing","HADDOC2_001.txt"
"hath","noun, singular or mass","HADDOC2_001.txt"
"hath","noun, singular or mass","HADDOC2_004.txt"
"hath","noun, singular or mass","HADDOC2_004.txt"
"hath","verb, 3rd sing","HADDOC2_004.txt"
"hath","noun, singular or mass","HADDOC2_004.txt"
"hath","noun, singular or mass","HADDOC2_009.txt"
"hath","noun, singular or mass","HATTON2_005.txt"
"hath","noun, singular or mass","HATTON2_005.txt"
"hath","noun, singular or mass","HATTON2_005.txt"
"hath","verb, 3rd sing","HATTON2_014.txt"
"hath","verb, 3rd sing","HATTON2_027.txt"
"hath","verb, 3rd sing","HATTON2_027.txt"
"hath","noun, singular or mass","HATTON2_028.txt"
"hath","verb, 3rd sing","HATTON2_030.txt"
"hath","verb, 3rd sing","HATTON2_043.txt"
"hath","verb, 3rd sing","HATTON2_048.txt"
"hath","verb, 3rd sing","HATTON2_048.txt"
"hath","verb, 3rd sing","HATTON2_048.txt"
"hath","verb, 3rd sing","HATTON2_052.txt"
"hath","preposition or subordinating conjunction","HATTON2_052.txt"
"hath","verb, 3rd sing","HATTON2_054.txt"
"hath","noun, singular or mass","HATTON2_054.txt"
"hath","verb, 3rd sing","HATTON2_054.txt"
"hath","verb, 3rd sing","HATTON2_054.txt"
"hath","verb, 3rd sing","HATTON2_054.txt"
"hath","noun, singular or mass","HATTON2_064.txt"
"hath","noun, singular or mass","HATTON2_067.txt"
"hath","noun, singular or mass","HATTON2_068.txt"
"hath","noun, singular or mass","HATTON2_068.txt"
"hath","noun, singular or mass","HATTON2_068.txt"
"hath","noun, singular or mass","HATTON2_070.txt"
"hath","verb, 3rd sing","HATTON2_070.txt"
"hath","verb, 3rd sing","HATTON2_074.txt"
"hath","verb, 3rd sing","HATTON2_074.txt"
"hath","verb, 3rd sing","HATTON2_078.txt"
"hath","verb, 3rd sing","HATTON_067.txt"
"hath","noun, singular or mass","HATTON_067.txt"
"hath","noun, singular or mass","HATTON_067.txt"
"hath","verb, 3rd sing","HATTON_067.txt"
"hath","verb, 3rd sing","HATTON_067.txt"
"hath","noun, singular or mass","HATTON_072.txt"
"hath","verb, 3rd sing","HATTON_072.txt"
"hath","noun, singular or mass","HATTON_072.txt"
"hath","verb, 3rd sing","HATTON_075.txt"
"hath","noun, singular or mass","HATTON_076.txt"
"hath","verb, 3rd sing","HATTON_076.txt"
"hath","noun, singular or mass","HENRY_003.txt"
"hath","verb, 3rd sing","HENRY_007.txt"
"hath","noun, singular or mass","HENRY_007.txt"
"hath","verb, 3rd sing","HENRY_007.txt"
"hath","verb, 3rd sing","HENRY_008.txt"
"hath","verb, 3rd sing","HENRY_008.txt"
"hath","verb, 3rd sing","HENRY_009.txt"
"hath","noun, singular or mass","HENRY_011.txt"
"hath","noun, singular or mass","HENRY_011.txt"
"hath","verb, 3rd sing","HENRY_011.txt"
"hath","verb, 3rd sing","HENRY_011.txt"
"hath","verb, non-3rd sing","HENRY_011.txt"
"hath","noun, singular or mass","HENRY_013.txt"
"hath","verb, 3rd sing","HENRY_013.txt"
"hath","noun, singular or mass","HENRY_013.txt"
"hath","verb, 3rd sing","HENRY_013.txt"
"hath","preposition or subordinating conjunction","HENRY_014.txt"
"hath","verb, 3rd sing","HENRY_014.txt"
"hath","verb, 3rd sing","HENRY_015.txt"
"hath","verb, 3rd sing","HENRY_016.txt"
"hath","noun, singular or mass","HENRY_016.txt"
"hath","verb, 3rd sing","HENRY_016.txt"
"hath","preposition or subordinating conjunction","HENRY_016.txt"
"hath","verb, 3rd sing","HENRY_017.txt"
"hath","verb, 3rd sing","HENRY_019.txt"
"hath","noun, singular or mass","HENRY_019.txt"
"hath","verb, 3rd sing","HENRY_022.txt"
"hath","noun, singular or mass","LIDDELL_003.txt"
"hath","verb, non-3rd sing","MARESCO_067.txt"
"hath","verb, 3rd sing","OXINDE_320.txt"
"hath","verb, 3rd sing","OXINDE_320.txt"
"hath","verb, 3rd sing","OXINDE_320.txt"
"hath","verb, 3rd sing","OXINDE_320.txt"
"hath","noun, singular or mass","PAUPER_009.txt"
"hath","noun, singular or mass","PEPYS2_001.txt"
"hath","verb, 3rd sing","PEPYS2_001.txt"
"hath","noun, singular or mass","PEPYS2_001.txt"
"hath","verb, 3rd sing","PEPYS2_001.txt"
"hath","noun, singular or mass","PEPYS2_001.txt"
"hath","noun, singular or mass","PEPYS2_003.txt"
"hath","verb, 3rd sing","PEPYS2_007.txt"
"hath","noun, singular or mass","PEPYS2_011.txt"
"hath","verb, 3rd sing","PEPYS2_014.txt"
"hath","noun, singular or mass","PEPYS2_014.txt"
"hath","preposition or subordinating conjunction","PEPYS2_016.txt"
"hath","noun, singular or mass","PEPYS2_018.txt"
"hath","verb, 3rd sing","PEPYS2_023.txt"
"hath","noun, singular or mass","PEPYS2_023.txt"
"hath","noun, singular or mass","PEPYS2_023.txt"
"hath","verb, non-3rd sing","PEPYS2_023.txt"
"hath","noun, singular or mass","PEPYS2_023.txt"
"hath","verb, 3rd sing","PEPYS3_039.txt"
"hath","preposition or subordinating conjunction","PEPYS_070.txt"
"hath","noun, singular or mass","PEPYS_071.txt"
"hath","noun, singular or mass","PEPYS_072.txt"
"hath","verb, 3rd sing","PEPYS_072.txt"
"hath","noun, singular or mass","PEPYS_075.txt"
"hath","noun, singular or mass","PEPYS_076.txt"
"hath","verb, 3rd sing","PEPYS_076.txt"
"hath","verb, 3rd sing","PEPYS_076.txt"
"hath","preposition or subordinating conjunction","PEPYS_077.txt"
"hath","verb, 3rd sing","PEPYS_078.txt"
"hath","noun, singular or mass","PETTY2_002.txt"
"hath","verb, 3rd sing","PETTY2_006.txt"
"hath","verb, 3rd sing","PETTY2_007.txt"
"hath","noun, singular or mass","PETTY2_010.txt"
"hath","preposition or subordinating conjunction","PETTY2_015.txt"
"hath","noun, singular or mass","PETTY2_017.txt"
"hath","verb, 3rd sing","PETTY2_018.txt"
"hath","noun, singular or mass","PETTY2_018.txt"
"hath","verb, non-3rd sing","PETTY2_027.txt"
"hath","verb, 3rd sing","PETTY2_032.txt"
"hath","noun, singular or mass","PETTY_045.txt"
"hath","verb, 3rd sing","PETTY_045.txt"
"hath","noun, singular or mass","PETTY_046.txt"
"hath","noun, singular or mass","PINNEY_002.txt"
"hath","noun, singular or mass","PINNEY_002.txt"
"hath","noun, singular or mass","PINNEY_002.txt"
"hath","verb, 3rd sing","PINNEY_002.txt"
"hath","verb, 3rd sing","PINNEY_002.txt"
"hath","verb, 3rd sing","PINNEY_002.txt"
"hath","noun, singular or mass","PINNEY_003.txt"
"hath","preposition or subordinating conjunction","PINNEY_003.txt"
"hath","noun, singular or mass","PINNEY_003.txt"
"hath","verb, 3rd sing","PINNEY_004.txt"
"hath","verb, 3rd sing","PINNEY_004.txt"
"hath","verb, 3rd sing","PINNEY_004.txt"
"hath","noun, singular or mass","PINNEY_005.txt"
"hath","noun, singular or mass","PINNEY_008.txt"
"hath","preposition or subordinating conjunction","PINNEY_010.txt"
"hath","verb, 3rd sing","PINNEY_012.txt"
"hath","noun, singular or mass","PINNEY_013.txt"
"hath","noun, singular or mass","PINNEY_013.txt"
"hath","verb, 3rd sing","PINNEY_014.txt"
